Employee Identifier,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
32579,Police Officer,626,0,0,626,113.49,102.9,49.58,265.97,891.97
40986,Police Officer,105748.5,28059.73,3293.65,137101.88,19636.2,13890.3,2204.28,35730.78,172832.66
55037,Police Officer,75945.33,1857.18,2125.34,79927.85,13717.25,12346.92,4575.62,30639.79,110567.64
34253,Police Officer,15800,9496.97,3097.93,28394.9,2963.84,2057.82,477.23,5498.89,33893.79
2406,Police Officer,85329.05,3961.53,5679.09,94969.67,15689.33,13890.29,2741.88,32321.5,127291.17
9937,Police Officer,85329.11,6397.95,5189.75,96916.81,15772.45,13890.28,2323.89,31986.62,128903.43
13835,Police Officer,110811.47,8820.79,9467.59,129099.85,20568.18,13890.3,1843.21,36301.69,165401.54
37789,Police Officer,75945.32,3216.7,2110.38,81272.4,13717.24,12346.92,4599.88,30664.04,111936.44
37205,Police Officer,60184.14,1028.61,6723.86,67936.61,10957.79,9838.96,3392.05,24188.8,92125.41
11975,Police Officer,86569.08,11986.44,6423.98,104979.5,16104.94,13890.27,1729.67,31724.88,136704.38
33738,Police Officer,60295.31,1340.81,690.99,62327.11,10803.28,9774.65,4292.77,24870.7,87197.81
39657,Police Officer,85336.95,9834.2,8383.43,103554.58,15760.88,13890.29,2116.12,31767.29,135321.87
30619,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,862.59,4646.84,15822.34
13743,Police Officer,118314.03,28204.36,10600.35,157118.74,20807.08,13837.49,2638.92,37283.49,194402.23
4611,Police Officer,15800,6938.73,3340.5,26079.23,2963.84,2057.82,438.2,5459.86,31539.09
50469,Police Officer,68761.07,1961.95,1279.69,72002.71,12407.56,11189.4,4442.71,28039.67,100042.38
13298,Police Officer,89782.39,13367.29,11334.19,114483.87,16697.5,13890.28,1869.53,32457.31,146941.18
27763,Police Officer,15800,4585.71,1607.42,21993.13,2963.84,2057.82,369.04,5390.7,27383.83
958,Police Officer,66555.31,1857.19,1895.85,70308.35,11968.87,10803.56,4450.65,27223.08,97531.43
55041,Police Officer,66555.32,235.74,89.81,66880.87,11968.87,10803.56,4326.29,27098.72,93979.59
44442,Police Officer,58819.56,4998.65,18085.26,81903.47,10456.83,6945.14,1349.86,18751.83,100655.3
3897,Police Officer,60295.3,0,9.98,60305.28,10803.27,9774.65,4258.68,24836.6,85141.88
24916,Police Officer,60900.05,2571.31,7846.14,71317.5,11043.45,7189.51,1213.99,19446.95,90764.45
16302,Police Officer,118770.08,12746.72,13487.6,145004.4,20886.36,13890.3,2430.91,37207.57,182211.97
22585,Police Officer,105430.92,27674.47,12264.57,145369.96,19576.71,13890.29,2432.15,35899.15,181269.11
33560,Police Officer,54035.3,0,837.58,54872.88,9637.69,8745.74,4093.77,22477.2,77350.08
39403,Police Officer,69998.3,0,0,69998.3,12531.79,11369.46,5397.77,29299.02,99297.32
54093,Police Officer,85329.06,6555.28,4965.17,96849.51,15689.34,13890.29,2758.59,32338.22,129187.73
10148,Police Officer,15800,4551.76,1817.26,22169.02,2963.84,2057.82,371.96,5393.62,27562.64
7666,Police Officer,40822.3,3.67,927.97,41753.94,7375.62,6687.92,3215.39,17278.93,59032.87
44140,Police Officer,1017.25,0,50.86,1068.11,193.65,167.2,99.16,460.01,1528.12
18690,Police Officer,118780.99,21987.18,21684.8,162452.97,20886.1,13890.29,2723.61,37500,199952.97
34350,Police Officer,118780.96,4504.99,16949.61,140235.56,20886.1,13890.28,2324.79,37101.17,177336.73
26254,Police Officer,27626.5,3422.3,3488.8,34537.6,5182.35,3601.19,579.73,9363.27,43900.87
47056,Police Officer,79556.38,9526.95,9577.4,98660.73,14816.05,12346.91,1654.63,28817.59,127478.32
9350,Police Officer,31877.6,0,0,31877.6,5728.47,5196,2430.62,13355.09,45232.69
31847,Police Officer,60295.3,1287.18,107.27,61689.75,10803.27,9774.65,4179.35,24757.27,86447.02
40654,Police Officer,88104.25,6622.82,7142.87,101869.94,16385.82,13890.3,1707.73,31983.85,133853.79
55682,Police Officer,106032.06,18609.05,7679.26,132320.37,19690.48,13890.28,2218.54,35799.3,168119.67
41213,Police Officer,85329.04,2529.53,4828.01,92686.58,15564.7,13890.29,3813.93,33268.92,125955.5
32030,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,862.59,4646.84,15822.34
32447,Police Officer,34856.04,12386.81,6392.75,53635.6,6342.28,4115.64,868.58,11326.5,64962.1
20923,Police Officer,118778.69,81.69,861.81,119722.19,20886.12,13890.29,65.34,34841.75,154563.94
26121,Police Officer,110619.48,5914.61,7126.45,123660.54,20532.44,13890.3,2072.56,36495.3,160155.84
33634,Police Officer,54035.3,0,0,54035.3,9637.69,8745.74,4148.72,22532.15,76567.45
26486,Police Officer,84945.68,5998.02,3809.73,94753.43,15699.55,13825.98,1965.63,31491.16,126244.59
23163,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,867.4,4651.65,15827.15
28611,Police Officer,118778.7,0,851.58,119630.28,20886.15,13890.29,1994.9,36771.34,156401.62
2071,Police Officer,17428.02,5851.33,2086.8,25366.15,3098.32,2057.82,432.86,5589,30955.15
14808,Police Officer,76195.13,5763.73,5782.72,87741.58,14199.12,11832.46,1369.58,27401.16,115142.74
25950,Police Officer,88174.46,29297.02,5343.19,122814.67,16400.49,13890.29,2060.79,32351.57,155166.24
2465,Police Officer,30499.03,6142.35,4209.24,40850.62,5422.06,3601.19,687.02,9710.27,50560.89
50147,Police Officer,75945.32,4237.6,1751.16,81934.08,13717.24,12346.92,4609.42,30673.58,112607.66
16904,Police Officer,110811.48,6076.42,10806.12,127694.02,20568.19,13890.29,2143.03,36601.51,164295.53
19863,Police Officer,118770.06,2813.12,13242.48,134825.66,20886.36,13890.28,2297.06,37073.7,171899.36
53720,Police Officer,88135.24,41023.6,5423.74,134582.58,16443.26,13890.29,2244.84,32578.39,167160.97
8873,Police Officer,30499,11537.43,1139.75,43176.18,5422.06,3601.19,722.83,9746.08,52922.26
26097,Police Officer,116249.54,11164.66,10808.54,138222.74,20437.36,13592.17,2314.29,36343.82,174566.56
53217,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,836.59,4620.84,15796.34
33393,Police Officer,2504,0,0,2504,453.98,411.56,192.75,1058.29,3562.29
45895,Police Officer,87992.52,16369.12,7447.33,111808.97,16366.82,13877.43,1569.53,31813.78,143622.75
26440,Police Officer,60295.31,1981.9,693.48,62970.69,10803.28,9774.65,4344.99,24922.92,87893.61
36113,Police Officer,85549.07,9390.48,6316.44,101255.99,15907.25,13890.29,1694.92,31492.46,132748.45
56795,Police Officer,118780.97,3915.31,11603.62,134299.9,20886.1,13890.28,2309.77,37086.15,171386.05
8410,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,861.31,4645.56,15821.06
11445,Police Officer,73949.68,3261.53,1601.51,78812.72,13353.42,12025.39,4552.74,29931.55,108744.27
54075,Police Officer,105528.51,21338.51,12116.32,138983.34,19597.96,13825.98,2327.91,35751.85,174735.19
8331,Police Officer,110777.12,6412.13,9292.94,126482.19,20563.8,13890.28,2122.46,36576.54,163058.73
52804,Police Officer,123597.39,8529.28,4762.34,136889.01,21726.98,13800.27,1855.06,37382.31,174271.32
22711,Police Officer,47400.02,10628.77,3314.76,61343.55,8891.54,6173.46,1007.24,16072.24,77415.79
53870,Police Officer,60295.3,269.41,279.39,60844.1,10803.27,9774.65,4274.81,24852.73,85696.83
47814,Police Officer,60295.3,749.61,608.67,61653.58,10803.27,9774.65,4314.15,24892.07,86545.65
48,Police Officer,110417.07,12305.25,5074.31,127796.63,20496.79,13890.29,2041.16,36428.24,164224.87
48918,Police Officer,54035.3,0,0,54035.3,9637.69,8745.74,4168.38,22551.81,76587.11
36316,Police Officer,15908.3,0,0,15908.3,2834.44,2572.28,1228.34,6635.06,22543.36
12235,Police Officer,87670.72,8033.54,1995.54,97699.8,15478.79,10289.1,1622,27389.89,125089.69
293,Police Officer,85329.05,6160.28,4293.29,95782.62,15564.71,13890.28,3848.13,33303.12,129085.74
17331,Police Officer,85336.93,7721.05,4225.56,97283.54,15564.66,13890.29,3897.76,33352.71,130636.25
10280,Police Officer,97012.07,5780.84,12644.19,115437.1,17798.12,12501.26,2534.97,32834.35,148271.45
10475,Police Officer,85329.05,8323.11,5231.26,98883.42,15826.05,13890.3,1658.47,31374.82,130258.24
48670,Police Officer,66555.32,2169.62,1566.56,70291.5,11968.87,10803.56,4371.03,27143.46,97434.96
35178,Police Officer,118780.96,32721.59,8815.4,160317.95,20886.1,13890.3,2693.95,37470.35,197788.3
22385,Police Officer,91139.24,26490.56,8476.36,126106.16,16944.92,13890.3,2116.25,32951.47,159057.63
33033,Police Officer,5008,0,0,5008,907.95,823.13,385.5,2116.58,7124.58
31643,Police Officer,15800.02,1865.45,1320.41,18985.88,2963.86,2057.82,318.64,5340.32,24326.2
5988,Police Officer,44326,0,0,44326,7878.6,7150.93,3394.22,18423.75,62749.75
12056,Police Officer,73343.08,21012.41,2767.71,97123.2,13673.47,11317.99,1627.45,26618.91,123742.11
47530,Police Officer,10856.2,0,0,10856.2,1926.98,1749.15,836.95,4513.08,15369.28
29543,Police Officer,43179.1,0,0,43179.1,7710.7,6996.59,3335.8,18043.09,61222.19
53702,Police Officer,73288.77,5528.08,6865.47,85682.32,13661.98,11318.02,1434.61,26414.61,112096.93
5979,Police Officer,103313.83,4590.9,3255.63,111160.36,18190.53,12095.68,1877.11,32163.32,143323.68
12702,Police Officer,85336.95,15939.83,8833.2,110109.98,15867.09,13890.29,1837.27,31594.65,141704.63
35079,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,859.28,4643.53,15819.03
51701,Police Officer,115084.92,11945.09,6683.84,133713.85,20229.94,13454.4,2287.49,35971.83,169685.68
47848,Police Officer,88123.89,11318.25,7092.36,106534.5,16232.56,13890.28,1693.59,31816.43,138350.93
25179,Police Officer,76301.48,18951.85,8131.97,103385.3,14217.31,11832.47,1734.66,27784.44,131169.74
46970,Police Officer,66555.3,838.78,1646.4,69040.48,11968.85,10803.55,4387.27,27159.67,96200.15
21429,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3465.19,18602.84,63248.14
5404,Police Officer,75945.31,856.88,421.58,77223.77,13717.23,12346.92,4530.03,30594.18,107817.95
29293,Police Officer,54035.3,0,0,54035.3,9637.69,8745.74,4164.46,22547.89,76583.19
25717,Police Officer,85336.96,11555,6343.84,103235.8,15689.31,13890.29,2864.31,32443.91,135679.71
36237,Police Officer,45082.4,0,616.08,45698.48,8096.12,7343.85,3465.89,18905.86,64604.34
13939,Police Officer,54035.3,0,0,54035.3,9637.69,8745.74,4168.38,22551.81,76587.11
43702,Police Officer,3193,0,0,3193,566.76,514.46,246.22,1327.44,4520.44
25403,Police Officer,29343.75,868.09,4144.99,34356.83,5430.8,4823.01,912.36,11166.17,45523
7157,Police Officer,107714.49,9203.11,11877.8,128795.4,20001.21,13890.28,2161.54,36053.03,164848.43
20703,Police Officer,75945.32,3933.82,2716.55,82595.69,13717.24,12346.92,4592.86,30657.02,113252.71
33046,Police Officer,118770.1,15714.96,12587.5,147072.56,20886.36,13890.3,2466.57,37243.23,184315.79
56702,Police Officer,84945.74,14754.62,7958.52,107658.88,15805.31,13825.98,1796.12,31427.41,139086.29
37169,Police Officer,85329.06,5544.69,3478.78,94352.53,15564.72,13890.29,3842.02,33297.03,127649.56
27313,Police Officer,118762.38,416.62,5595.04,124774.04,21299.71,13889.39,324.36,35513.46,160287.5
50537,Police Officer,93144.06,12468.01,11595.14,117207.21,17090.47,12604.15,2477.49,32172.11,149379.32
42584,Police Officer,24210.1,0,0,24210.1,4308.01,3909.86,1864.89,10082.76,34292.86
18323,Police Officer,106041.92,14941.25,13572,134555.17,19533.52,13890.28,2242.66,35666.46,170221.63
44979,Police Officer,30361,0,0,30361,5504.46,4990.22,2342.09,12836.77,43197.77
14862,Police Officer,15800,2842.15,2348.04,20990.19,2963.84,2057.82,351.03,5372.69,26362.88
44859,Police Officer,115175.57,15030.49,11915.7,142121.76,20247.33,13465.87,2422.7,36135.9,178257.66
39635,Police Officer,54035.3,0,0,54035.3,9637.69,8745.74,4161.54,22544.97,76580.27
20361,Police Officer,118770.09,13491.5,10864.65,143126.24,20886.36,13890.28,2398.45,37175.09,180301.33
29949,Police Officer,96550.11,21873.05,4403.31,122826.47,17023.96,11318.01,2061.6,30403.57,153230.04
2199,Police Officer,75945.31,3048.86,1860.93,80855.1,13717.23,12346.92,4545.88,30610.03,111465.13
51431,Police Officer,124207.17,11111.79,7414.13,142733.09,21833.52,13890.28,2435.73,38159.53,180892.62
56775,Police Officer,85496.94,7676.05,8364.16,101537.15,15751.07,13890.28,1702.12,31343.47,132880.62
18634,Police Officer,106032.04,15375.78,4477.72,125885.54,19690.52,13890.28,1268.11,34848.91,160734.45
7941,Police Officer,79436.88,9570.77,2293.08,91300.73,14806.05,10289.1,812.88,25908.03,117208.76
26940,Police Officer,85329.05,7701.87,3795.25,96826.17,15772.41,13890.28,2000.57,31663.26,128489.43
56449,Police Officer,106011.7,62709.57,2905.13,171626.4,19685.17,13890.3,2832.73,36408.2,208034.6
54836,Police Officer,86749.07,9500.71,9043.8,105293.58,16137.72,13890.29,1762.97,31790.98,137084.56
4894,Police Officer,85336.93,5139.74,6159.25,96635.92,15689.28,13890.29,2736.22,32315.79,128951.71
13478,Police Officer,86716.95,16462.47,8177.38,111356.8,16130.39,13890.28,1858.28,31878.95,143235.75
9655,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3438.81,18576.46,63221.76
35651,Police Officer,85336.91,3272.35,4399.21,93008.47,15689.26,13890.29,2691.91,32271.46,125279.93
48110,Police Officer,0,0,11806.34,11806.34,0,0,171.19,171.19,11977.53
18247,Police Officer,74933.53,0,987.52,75921.05,13527.92,12180.63,5819.12,31527.67,107448.72
26804,Police Officer,31506,5466.75,3254.66,40227.41,5910.19,4115.64,674.58,10700.41,50927.82
2075,Police Officer,60295.31,218.27,848.14,61361.72,10803.28,9774.65,4255.37,24833.3,86195.02
5265,Police Officer,86456.97,10803.62,4269.89,101530.48,16083,13890.29,1633.36,31606.65,133137.13
6962,Police Officer,85336.92,12685.69,4580.32,102602.93,15689.27,13890.29,2849.32,32428.88,135031.81
26037,Police Officer,59656.71,550.05,683.5,60890.26,10689.93,9671.76,4295.83,24657.52,85547.78
13635,Police Officer,92463.6,0,2631.89,95095.49,16301.56,10837.9,1620.01,28759.47,123854.96
18308,Police Officer,30565.85,1922.76,2345.79,34834.4,5734.81,4077.06,569.01,10380.88,45215.28
22682,Police Officer,85336.92,5125.46,3191.72,93654.1,15541.65,13890.28,3802.33,33234.26,126888.36
45238,Police Officer,107715.45,24828.95,15083.65,147628.05,20001.31,13890.28,2428.21,36319.8,183947.85
26038,Police Officer,27650.02,1502.86,902.27,30055.15,5186.74,3601.19,498.74,9286.67,39341.82
16279,Police Officer,27556,2715.63,3048.16,33319.79,5169.23,3601.19,555.56,9325.98,42645.77
50705,Police Officer,89878.49,19359.43,6461.27,115699.19,16716.6,13890.28,1931.49,32538.37,148237.56
52533,Police Officer,88025.79,12810.91,8182.69,109019.39,16371.21,13890.29,1828.24,32089.74,141109.13
12892,Police Officer,77301.13,148.13,630.8,78080.06,14409.05,10289.1,672.67,25370.82,103450.88
10290,Police Officer,9579,0,0,9579,1700.28,1543.37,737.94,3981.59,13560.59
36187,Police Officer,75945.33,2318.61,3664.49,81928.43,13717.25,12346.92,4609.56,30673.73,112602.16
23886,Police Officer,90784.39,12010.35,7337.92,110132.66,17050.43,13890.29,1847.04,32787.76,142920.42
54896,Police Officer,85336.91,9420.37,2738.98,97496.26,15564.64,13890.29,3895,33349.93,130846.19
14108,Police Officer,79548.12,8003.34,7460.93,95012.39,14816.12,12346.92,1594.14,28757.18,123769.57
55376,Police Officer,11175.5,0,0,11175.5,1983.66,1800.6,862.59,4646.85,15822.35
31474,Police Officer,84937.81,7411.93,7738.29,100088.03,15752.52,13825.98,1676.7,31255.2,131343.23
9869,Police Officer,0,0,0,0,0,100.62,0,100.62,100.62
45559,Police Officer,19093,0,0,19093,3461.57,3138.18,1472.31,8072.06,27165.06
48471,Police Officer,85329.06,6616.1,3204.44,95149.6,15564.72,13890.29,3855.45,33310.46,128460.06
30119,Police Officer,30915.4,0,0,30915.4,5498.21,4990.22,2385.12,12873.55,43788.95
35803,Police Officer,10329,0,0,10329,1872.65,1697.7,836.84,4407.19,14736.19
10582,Police Officer,60295.31,1202.36,611.16,62108.83,10803.28,9774.65,4134.85,24712.78,86821.61
47860,Police Officer,66555.31,2338.64,2020.58,70914.53,11968.86,10803.56,4436.21,27208.63,98123.16
12449,Police Officer,15800,731.36,459.44,16990.8,2963.84,2057.82,283.62,5305.28,22296.08
47709,Police Officer,118780.95,29093.13,10159.16,158033.24,20886.1,13890.29,2647.37,37423.76,195457
29006,Police Officer,319.3,0,0,319.3,56.68,0,25.29,81.97,401.27
52224,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3444.38,18582.03,63227.33
41463,Police Officer,85934.45,24301.38,10357.68,120593.51,15983.29,13761.66,2023.34,31768.29,152361.8
28811,Police Officer,85336.97,15005.52,9507.4,109849.89,15878.86,13890.29,1774.95,31544.1,141393.99
40892,Police Officer,12429,0,0,12429,2206.16,2057.82,953.11,5217.09,17646.09
5294,Police Officer,87672.93,16080.05,12575.55,116328.53,15478.74,10289.1,1984.92,27752.76,144081.29
52380,Police Officer,62164.94,1657.63,331.77,64154.34,11168.5,10096.19,4308.29,25572.98,89727.32
11408,Police Officer,56592.02,2777.4,1643.57,61012.99,10302.96,9260.19,3135.2,22698.35,83711.34
30190,Police Officer,85336.94,11712.79,7871.74,104921.47,15772.37,13890.28,2151.04,31813.69,136735.16
55716,Police Officer,86285.74,14703.32,9406.41,110395.47,16049.56,13825.98,1848.97,31724.51,142119.98
56669,Police Officer,15800.01,661.93,2903.53,19365.47,2963.85,2057.82,317.99,5339.66,24705.13
17529,Police Officer,109049.09,19378.75,11259.33,139687.17,20246.67,13890.29,2339.49,36476.45,176163.62
38761,Police Officer,66555.32,273.15,366.7,67195.17,11968.87,10803.56,4373.51,27145.94,94341.11
18148,Police Officer,118931.36,43950.64,9682.5,172564.5,21329.5,13890.28,463.32,35683.1,208247.6
30525,Police Officer,626,0,0,626,113.49,0,49.58,163.07,789.07
14563,Police Officer,76360.35,16719.56,4440.2,97520.11,14228.27,11832.47,1635.8,27696.54,125216.65
45620,Police Officer,66555.31,1073.9,965.39,68594.6,11968.86,10803.56,4400.19,27172.61,95767.21
27045,Police Officer,87672.97,47481.86,10615.98,145770.81,15478.74,10289.1,2489.52,28257.36,174028.17
9393,Police Officer,118236.29,12661.95,9113.42,140011.66,20789.28,13825.98,1876.18,36491.44,176503.1
51538,Police Officer,15800,9675.99,1059.97,26535.96,2963.84,2057.82,445.56,5467.22,32003.18
48034,Police Officer,47527.6,3.67,927.97,48459.24,8565.81,7768.27,3732.31,20066.39,68525.63
28904,Police Officer,15800,4329.59,2368.1,22497.69,2963.84,2057.82,377.83,5399.49,27897.18
27632,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3422.12,18559.77,63205.07
7351,Police Officer,118770.08,4014.7,10384.84,133169.62,20886.36,13890.28,2230.74,37007.38,170177
26389,Police Officer,86676.95,12268.57,6796.12,105741.64,16123.09,13890.28,1760.37,31773.74,137515.38
3140,Police Officer,86669.08,13725.25,7996.26,108390.59,16123.15,13890.29,1815.18,31828.62,140219.21
19760,Police Officer,105585.57,9665.76,9841.97,125093.3,19607.41,13890.28,2048.37,35546.06,160639.36
41955,Police Officer,118780.94,39053.01,25411.89,183245.84,20886.1,13890.29,3015.86,37792.25,221038.09
37081,Police Officer,73151.45,719.61,2980.97,76852.03,13207.92,11896.78,4552.03,29656.73,106508.76
31100,Police Officer,0,0,1766.22,1766.22,0,50.31,25.61,75.92,1842.14
37071,Police Officer,105710.91,0,1063.2,106774.11,19629.19,13890.29,99.14,33618.62,140392.73
25770,Police Officer,75147.07,3380.72,1955.71,80483.5,13571.71,12218.31,4584.97,30374.99,110858.49
52670,Police Officer,118770.11,5419.01,851.58,125040.7,20886.36,13890.29,1100.71,35877.36,160918.06
11777,Police Officer,85329.05,8128.81,4243.82,97701.68,15689.33,13890.29,2752.96,32332.58,130034.26
20794,Police Officer,65616.3,1984.41,1406.92,69007.63,11798.61,10649.22,4347,26794.83,95802.46
19133,Police Officer,75945.3,5438,1880.89,83264.19,13717.22,12346.92,4632.07,30696.21,113960.4
570,Police Officer,79555.49,5878.81,5733.55,91167.85,14816.05,12346.92,1529.34,28692.31,119860.16
34521,Police Officer,84945.67,9047.79,5517,99510.46,15699.54,13825.98,2042.82,31568.34,131078.8
40466,Police Officer,8607.5,0,4212.78,12820.28,1571.81,1414.75,843.88,3830.44,16650.72
53304,Police Officer,66555.32,98.53,1875.9,68529.75,11968.87,10803.56,4423.01,27195.44,95725.19
12503,Police Officer,61008.95,23760.7,1984.05,86753.7,10843.86,7202.37,1460.92,19507.15,106260.85
45588,Police Officer,39986.1,0,0,39986.1,7143.94,6482.14,3079.2,16705.28,56691.38
6616,Police Officer,87606.65,13384.51,7456.77,108447.93,16294.08,13825.99,1816.14,31936.21,140384.14
24757,Police Officer,35066.3,0,5067,40133.3,6235,5659.01,3114.99,15009,55142.3
29845,Police Officer,118780.98,15608.86,15712.26,150102.1,20886.1,13890.29,2562.05,37338.44,187440.54
8350,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,861.31,4645.56,15821.06
10955,Police Officer,84937.83,16207.91,9069.98,110215.72,15752.54,13825.99,1848.42,31426.95,141642.67
14221,Police Officer,44326,0,0,44326,7878.6,7150.93,3414.02,18443.55,62769.55
16466,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,850.44,4634.69,15810.19
42509,Police Officer,88115.58,8658.12,8072.5,104846.2,16389.53,13890.28,1759.28,32039.09,136885.29
33072,Police Officer,107656.58,28115.23,14840.19,150612,19992.47,13890.28,2520.19,36402.94,187014.94
43849,Police Officer,2504,0,0,2504,453.98,411.56,191.16,1056.7,3560.7
42391,Police Officer,85336.94,10650.96,5303.96,101291.86,15867.09,13890.29,1695.52,31452.9,132744.76
27395,Police Officer,44645.3,0,0,44645.3,7935.28,7202.37,3422.12,18559.77,63205.07
21941,Police Officer,118780.97,8470.7,5333.23,132584.9,20886.1,13890.29,2157.65,36934.04,169518.94
36515,Police Officer,56334.9,0,562.64,56897.54,10113.11,7202.38,4310.75,21626.24,78523.78
28924,Police Officer,109441.07,16240.25,4829.24,130510.56,20318.14,13890.29,2318.63,36527.06,167037.62
9399,Police Officer,118770.01,4991.14,6213.57,129974.72,20886.37,13890.29,1261.32,36037.98,166012.7
53535,Police Officer,118770.08,39143.09,9136.71,167049.88,20886.36,13890.29,2838.81,37615.46,204665.34
8843,Police Officer,44645.3,0,0,44645.3,7935.28,7202.38,3422.12,18559.78,63205.08
17631,Police Officer,118780.96,11180.03,6847.66,136808.65,20737.29,13890.29,1756.24,36383.82,173192.47
50860,Police Officer,51810.39,55.47,3649.5,55515.36,9429.78,8488.51,3188.79,21107.08,76622.44
12190,Police Officer,86649.1,6745.94,8608.12,102003.16,16119.52,13890.29,1707.51,31717.32,133720.48
52387,Police Officer,75945.34,1140,3345.19,80430.53,13717.26,12346.92,4380.61,30444.79,110875.32
37275,Police Officer,118779.81,1299.42,8526.76,128605.99,20886.12,13890.29,1442.26,36218.67,164824.66
49014,Police Officer,86716.92,12522.47,10861.41,110100.8,16130.38,13890.28,1837.11,31857.77,141958.57
2931,Police Officer,73560.13,4825.12,4511.15,82896.4,13711.46,11318.01,1348.24,26377.71,109274.11
19691,Police Officer,2872,0,0,2872,509.78,514.46,221.32,1245.56,4117.56
35240,Police Officer,66555.32,1824.75,1569.07,69949.14,11968.87,10803.56,4419.92,27192.35,97141.49
42110,Police Officer,65757.06,2578.11,1975.68,70310.85,11823.33,10674.95,4426.03,26924.31,97235.16
48912,Police Officer,73476.59,21883.51,5865.15,101225.25,13696.23,11318.02,1696.6,26710.85,127936.1
21711,Police Officer,107642.97,12989.31,13736.77,134369.05,19988.01,13890.29,2243.61,36121.91,170490.96
19925,Police Officer,86589.12,6136.55,5221.65,97947.32,16108.59,13890.28,1590.79,31589.66,129536.98
24568,Police Officer,76445.63,5654.76,4575.76,86676.15,14244.8,11832.47,1450.92,27528.19,114204.34
30406,Police Officer,85329.06,8753.69,4646.83,98729.58,15541.72,13890.29,3922.12,33354.13,132083.71
39783,Police Officer,109539.06,26994.05,12383.45,148916.56,20335.99,13890.3,2491.62,36717.91,185634.47
49524,Police Officer,85336.98,8095.19,8877.68,102309.85,15826.02,13890.29,1699.79,31416.1,133725.95
19531,Police Officer,85329.04,10476.67,5159.46,100965.17,15772.4,13890.29,1989.43,31652.12,132617.29
41682,Police Officer,85329.07,4482.11,3462.57,93273.75,15689.35,13890.29,2719.34,32298.98,125572.73
37752,Police Officer,85329.06,7429.22,3753.88,96512.16,15760.92,13890.28,1995.26,31646.46,128158.62
41860,Police Officer,25040,4417.46,1012.35,30469.81,4629.88,4115.64,887.56,9633.08,40102.89
45585,Police Officer,64160.57,1120.04,888.06,66168.67,11532.3,10417.72,4329.31,26279.33,92448
40213,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,923.76,4708.01,15883.51
45152,Police Officer,88194.12,26913.55,8081.65,123189.32,16404.14,13890.29,2064.62,32359.05,155548.37
42079,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,867.41,4651.66,15827.16
11606,Police Officer,117659.09,59592.03,9671.42,186922.54,20693.24,13761.68,3192.05,37646.97,224569.51
10857,Police Officer,85336.93,2814,4584.04,92734.97,15825.99,13890.29,1513.72,31230,123964.97
21230,Police Officer,60295.31,338.63,19.96,60653.9,10803.28,9774.65,4271.6,24849.53,85503.43
17951,Police Officer,15800.01,10611,2976.34,29387.35,2963.85,2057.82,486.43,5508.1,34895.45
962,Police Officer,75945.32,2168.99,3497.35,81611.66,13717.24,12346.92,4596.48,30660.64,112272.3
42283,Police Officer,11175.5,0,0,11175.5,1983.66,1800.59,867.4,4651.65,15827.15
27435,Police Officer,85336.92,8158,5690.99,99185.91,15689.27,13890.29,2998.78,32578.34,131764.25
54214,Police Officer,109426.45,29478.21,9218.46,148123.12,20313.58,13890.3,2487.37,36691.25,184814.37
21169,Police Officer,85336.93,3847.91,6713.93,95898.77,15631.78,13890.28,2740.63,32262.69,128161.46
52929,Police Officer,85337,9924.15,10295.39,105556.54,15826.06,13890.29,1769.87,31486.22,137042.76
11653,Police Officer,88104.23,6872.32,9430.59,104407.14,16385.81,13890.28,1748.03,32024.12,136431.26
28097,Police Officer,8607.5,641.89,6647.36,15896.75,1601.85,1414.76,256.31,3272.92,19169.67
27325,Police Officer,149167.7,3716.22,6568.67,159452.59,27896.72,13890.28,2673.49,44460.49,203913.08
51336,Police Officer,85329.06,6040.82,5149.28,96519.16,15631.84,13890.29,2753.03,32275.16,128794.32
39450,Police Officer,86676.97,8183.01,6710.55,101570.53,16123.09,13890.3,1693.34,31706.73,133277.26
29518,Police Officer,44639.01,0,0,44639.01,7935.35,7202.37,3464.71,18602.43,63241.44
5378,Police Officer,11206.51,0,0,11206.51,1989.16,1810.24,864.99,4664.39,15870.9
12152,Police Officer,118770.04,4020.01,14045.79,136835.84,20886.36,13890.29,2283.38,37060.03,173895.87
26185,Police Officer,118770.07,11893.6,7430.7,138094.37,20886.36,13890.28,2362.95,37139.59,175233.96
17742,Police Officer,4695,0,0,4695,851.2,771.68,364.22,1987.1,6682.1
13534,Police Officer,118778.7,34607.37,2899.93,156286,20886.15,13890.29,2666.2,37442.64,193728.64
