Employee Identifier,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
22575,Firefighter,117297.97,100064.65,22340.23,239702.85,23455.07,16695.23,4072.2,44222.5,283925.35
9553,Firefighter,124813,72645.56,13599.59,211058.15,23454.35,16102.45,3548.74,43105.54,254163.69
29038,Firefighter,77991.54,31582,7819.15,117392.69,15270.79,12501.25,1966.48,29738.52,147131.21
540,Firefighter,40269.6,0,20.3,40289.9,7212.79,7202.38,2343.13,16758.3,57048.2
50673,Firefighter,40104,1064.48,986.43,42154.91,7317.15,7613.94,2437.37,17368.46,59523.37
22728,Firefighter,111685.38,24514.75,12372.05,148572.18,21912.18,16822.68,2598.24,41333.1,189905.28
43863,Firefighter,119258.63,63065.18,19105.91,201429.72,23425.6,16977.02,3450.9,43853.52,245283.24
758,Firefighter,39672.01,2199.92,1317.59,43189.52,7240.47,7536.77,2432.78,17210.02,60399.54
18777,Firefighter,85612.97,16288.49,13837.16,115738.62,17745.05,16977.02,1873.69,36595.76,152334.38
55968,Firefighter,119258.66,4064.53,12005.45,135328.64,22072.11,16977.02,2310.84,41359.97,176688.61
19638,Firefighter,118184.8,6516.42,15534.91,140236.13,22440,16822.68,2347.72,41610.4,181846.53
11187,Firefighter,119258.62,104142.67,25763.01,249164.3,23576.71,16977.02,4202.42,44756.15,293920.45
21450,Firefighter,119258.67,26763.01,18469.17,164490.85,23216.42,16977.02,2770.86,42964.3,207455.15
24485,Firefighter,113726.13,55693.11,11741.12,181160.36,22333.4,16977.01,2976.44,42286.85,223447.21
5853,Firefighter,119258.63,16730.81,23754.77,159744.21,24364.49,16977.03,2707.09,44048.61,203792.82
5665,Firefighter,119258.63,27086.08,19199.72,165544.43,23442.52,16977.01,2962.87,43382.4,208926.83
11138,Firefighter,117603.87,34083.87,19871.82,171559.56,23169.28,16743.85,2870.14,42783.27,214342.83
27798,Firefighter,81284.79,33500.52,3761.83,118547.14,14976.4,16977.03,1921.03,33874.46,152421.6
39543,Firefighter,7200,0,0,7200,1278,1286.14,555.64,3119.78,10319.78
46642,Firefighter,119258.67,35752.69,15976.7,170988.06,22774.35,16977.02,2877.46,42628.83,213616.89
10444,Firefighter,80561.44,2136.04,7919.85,90617.33,15808.79,16893.99,1515.59,34218.37,124835.7
28809,Firefighter,119190.6,0,12147.21,131337.81,24073.02,15176.42,1370.83,40620.27,171958.08
1865,Firefighter,112156.05,45568.91,10738.66,168463.62,20759.36,16822.68,2833.87,40415.91,208879.53
17557,Firefighter,7200,0,0,7200,1278,1286.14,555.64,3119.78,10319.78
17484,Firefighter,119258.66,40977.53,15266.06,175502.25,22695.93,16977.02,3001.06,42674.01,218176.26
46093,Firefighter,119258.62,112711.95,22704.59,254675.16,23454.1,16977.02,4357.91,44789.03,299464.19
51470,Firefighter,118606.8,5279.26,13237.99,137124.05,21955.24,15093.08,1744.08,38792.4,175916.45
49894,Firefighter,18638.4,0,0,18638.4,3379.14,3395.41,1446.64,8221.19,26859.59
10160,Firefighter,84553.7,42606.11,13361.21,140521.02,17524.35,16822.68,2296.18,36643.21,177164.23
40577,Firefighter,119258.63,32201.29,13415.14,164875.06,22176.23,16977.02,2823.1,41976.35,206851.41
26971,Firefighter,76579.07,17388.75,7284.58,101252.4,15008.27,16822.68,1560.5,33391.45,134643.85
47024,Firefighter,118184.84,36752.56,21433.78,176371.18,23931.6,16822.68,2969.31,43723.59,220094.77
18030,Firefighter,69955.97,13509.15,3340.14,86805.26,13253.45,14237.54,3055.29,30546.28,117351.54
14724,Firefighter,119258.64,3887.52,23205.97,146352.13,24027.31,16977.01,2436.97,43441.29,189793.42
42620,Firefighter,119258.66,13017.47,24670.39,156946.52,23443.49,16977.02,2619.16,43039.67,199986.19
32303,Firefighter,7200,0,0,7200,1278,1286.14,538.29,3102.43,10302.43
6429,Firefighter,119258.63,61046.24,20052.04,200356.91,23425.6,16977.02,3382.28,43784.9,244141.81
34676,Firefighter,112651.3,21877.55,16512.14,151040.99,22754.81,16822.68,2519.49,42096.98,193137.97
52125,Firefighter,83655.03,39031.36,7414.27,130100.66,16412.3,16977.02,2132.77,35522.09,165622.75
38944,Firefighter,80196.92,27660.82,4724.88,112582.62,15275.74,16822.69,1837.49,33935.92,146518.54
45986,Firefighter,83655.02,31020.39,5894.41,120569.82,15920.97,16977.02,2013.58,34911.57,155481.39
42436,Firefighter,119258.64,44184.07,19758.89,183201.6,23425.6,16977.02,2970.17,43372.79,226574.39
14025,Firefighter,113897.28,17527.19,19959.93,151384.4,22781.25,15547.16,2561.96,40890.37,192274.77
19364,Firefighter,564.8,0,0,564.8,102.4,0,44.73,147.13,711.93
47172,Firefighter,119258.65,20458.58,21271.72,160988.95,23344.98,16977.01,2688.49,43010.48,203999.43
53242,Firefighter,107496.49,49183.52,13557.76,170237.77,21478.03,16822.68,2855.71,41156.42,211394.19
43375,Firefighter,118184.81,8337.64,17646.69,144169.14,22916.97,16822.69,2416.52,42156.18,186325.32
39268,Firefighter,118163.32,78671.4,33497.69,230332.41,26282.67,16822.69,3895.73,47001.09,277333.5
202,Firefighter,109129.09,33368.97,10526.52,153024.58,20207.25,15533.39,2605.19,38345.83,191370.41
15434,Firefighter,138040.93,17935.97,22750.42,178727.32,26370.12,14584.81,3171.4,44126.33,222853.65
48775,Firefighter,119280.07,49252.93,20172.63,188705.63,24719.95,16977.02,3171.43,44868.4,233574.03
29667,Firefighter,80516.99,41624.95,8598,130739.94,15929.08,16822.68,2191.89,34943.65,165683.59
6920,Firefighter,119258.63,30593.39,11337.61,161189.63,22107.92,16977.01,2650.48,41735.41,202925.04
12732,Firefighter,119258.62,49912.44,20835.49,190006.55,23425.59,16977.02,3187.12,43589.73,233596.28
37933,Firefighter,119280.08,41393.77,20170.66,180844.51,23425.05,16977.02,3046.56,43448.63,224293.14
4508,Firefighter,114025.27,49084.18,18755.8,181865.25,23672.55,16977.02,3047.48,43697.05,225562.3
36944,Firefighter,3106.4,0,0,3106.4,563.19,565.89,227.04,1356.12,4462.52
33301,Firefighter,109184.91,2608.54,12715.44,124508.89,21169.61,14604.29,2128.23,37902.13,162411.02
47819,Firefighter,119258.65,41029.17,24343.38,184631.2,24258.49,16977.01,3094.72,44330.22,228961.42
49163,Firefighter,118184.77,18784.05,22210.02,159178.84,23728.71,16822.68,2657.51,43208.9,202387.74
50949,Firefighter,76650.04,18081.6,5655.57,100387.21,14601.19,16822.69,1683.82,33107.7,133494.91
11120,Firefighter,7200,0,0,7200,1278,1286.14,555.64,3119.78,10319.78
47380,Firefighter,80996.99,15902.33,8929.77,105829.09,16029.3,16977.02,1723.64,34729.96,140559.05
24204,Firefighter,118184.83,54322.02,18975.46,191482.31,23212.37,16822.68,3212.55,43247.6,234729.91
51316,Firefighter,85612.99,0,12209.44,97822.43,17373.87,16977.02,1596.22,35947.11,133769.54
39604,Firefighter,119258.62,40433.26,17106.29,176798.17,23007.01,16977.02,2960.1,42944.13,219742.3
52640,Firefighter,40104,0,915.46,41019.46,7317.15,7613.94,2422.45,17353.54,58373
5403,Firefighter,70308.98,9969.64,4371.58,84650.2,13320.77,14301.85,3117.9,30740.52,115390.72
50113,Firefighter,119280.09,17392.7,23091.35,159764.14,24093.6,16977.02,2735.12,43805.74,203569.88
16780,Firefighter,85107.71,12502.77,14391.81,112002.29,17639.62,16899.86,1878.53,36418.01,148420.3
52313,Firefighter,119258.62,13351.68,30916.21,163526.51,26105.01,16977.02,2790.67,45872.7,209399.21
3718,Firefighter,119258.65,25935.22,15751.01,160944.88,23928.41,16977.02,2601.28,43506.71,204451.59
22027,Firefighter,108225.33,9358.54,15808.12,133391.99,20932.01,15399.64,2282.31,38613.96,172005.95
52349,Firefighter,69613.11,4251.3,3903.01,77767.42,13182.85,14147.52,3026.31,30356.68,108124.1
32553,Firefighter,118206.25,33604.41,17231.2,169041.86,23014.95,16822.69,2740.92,42578.56,211620.42
49136,Firefighter,112651.29,44071.77,16118.46,172841.52,22703.37,16822.68,3019.16,42545.21,215386.73
51343,Firefighter,119258.66,21077.94,20047.14,160383.74,23461.43,16977.02,2736.25,43174.7,203558.44
1023,Firefighter,116280.43,31205.97,12523.62,160010.02,22023.06,15184.14,2671.41,39878.61,199888.63
32201,Firefighter,118673.34,1761.1,21852.07,142286.51,23730.68,16822.68,2400.84,42954.2,185240.71
10478,Firefighter,119258.65,3557.36,18896.79,141712.8,23425.6,16977.01,2409.74,42812.35,184525.15
6021,Firefighter,118504.73,65819.39,19946.44,204270.56,23201.06,16870.78,3485.42,43557.26,247827.82
36062,Firefighter,119258.64,30289.27,18502.43,168050.34,23425.6,16977.02,2826.91,43229.53,211279.87
17492,Firefighter,16996.21,0,8347.38,25343.59,3179.82,2006.37,404.93,5591.12,30934.71
29328,Firefighter,118184.85,7090.91,18426.71,143702.47,23015.24,16822.68,2456.82,42294.74,185997.21
11910,Firefighter,119280.06,3414.82,19848.56,142543.44,23425.05,16977.02,2436.91,42838.98,185382.42
27865,Firefighter,119258.65,12530.25,20475.32,152264.22,23608.96,16977.02,2603.85,43189.83,195454.05
12823,Firefighter,118184.8,47414.76,18922.68,184522.24,23163.23,16822.68,3145.33,43131.24,227653.48
29841,Firefighter,40104,0,1234.8,41338.8,7317.15,7613.94,2407.25,17338.34,58677.14
39663,Firefighter,118184.8,14560.62,19447.46,152192.88,23212.38,16822.68,2537.29,42572.35,194765.23
53044,Firefighter,119258.62,11797.29,20926.9,151982.81,24720.14,16977.02,2707.63,44404.79,196387.6
2079,Firefighter,119258.63,41162.53,20359.04,180780.2,23522.98,16977.02,3093.65,43593.65,224373.85
5337,Firefighter,125822.87,3855.07,24176.7,153854.64,25832.24,16977.02,2548.54,45357.8,199212.44
44578,Firefighter,118184.8,1741.5,15037.2,134963.5,22522.45,16822.68,2296.4,41641.53,176605.03
44818,Firefighter,113672.89,29785.75,17743.73,161202.37,23561.85,16977.02,2668.79,43207.66,204410.03
18278,Firefighter,118184.81,69046.32,26980.76,214211.89,24571.22,16822.68,3566.76,44960.66,259172.55
46828,Firefighter,118184.78,35507.29,26307.83,179999.9,23275.8,16822.68,2872.29,42970.77,222970.67
17886,Firefighter,158200.2,54646.34,15320.5,228167.04,28913.21,13941.73,3859.21,46714.15,274881.19
17480,Firefighter,76650.05,20097.85,8024.43,104772.33,15039.23,16822.69,1756.66,33618.58,138390.91
12075,Firefighter,119258.65,17269.82,20097.34,156625.81,23461.43,16977.02,2678.94,43117.39,199743.2
25382,Firefighter,103683.91,57889.69,12920.59,174494.19,19782.93,14407,2823.79,37013.72,211507.91
52832,Firefighter,119258.66,1195.54,7833.9,128288.1,22104.66,16977.02,2126.72,41208.4,169496.5
622,Firefighter,119258.64,25719.95,10287.16,155265.75,22713.29,16977.02,2594.61,42284.92,197550.67
34589,Firefighter,7200,0,78.87,7278.87,1291.98,1286.14,541.38,3119.5,10398.37
41806,Firefighter,69330.7,4252,3965.65,77548.35,13128.33,14096.07,3008.51,30232.91,107781.26
22774,Firefighter,112645.56,17266.17,18254.66,148166.39,22123.03,16033.32,2468.3,40624.65,188791.04
4773,Firefighter,114913,0,11548.27,126461.27,22071.73,13890.29,527.54,36489.56,162950.83
47381,Firefighter,115216.46,11093.52,16506.12,142816.1,23734.42,16977.02,2330.1,43041.54,185857.64
53048,Firefighter,84638.94,40709.99,8786.56,134135.49,16532.04,16822.68,2200.78,35555.5,169690.99
35457,Firefighter,81247.57,57499.52,8855.37,147602.46,15933.84,16977.02,2414.56,35325.42,182927.88
22278,Firefighter,118184.81,53531.21,14506.5,186222.52,21871.21,16822.68,3138.84,41832.73,228055.25
31975,Firefighter,76614.57,6839.64,4107.59,87561.8,14586.31,16822.68,1464.08,32873.07,120434.87
8056,Firefighter,84176.9,34291.43,9536.57,128004.9,16594.62,16822.68,2097.44,35514.74,163519.64
30235,Firefighter,119258.64,32442.79,19455.84,171157.27,23490.6,16977.02,2911.14,43378.76,214536.03
48635,Firefighter,111204.98,16644.73,12324.71,140174.42,22257.25,16068.37,2416.18,40741.8,180916.22
33648,Firefighter,112638.57,25800.93,13375.22,151814.72,21546.42,16041.17,2545.24,40132.83,191947.55
9236,Firefighter,118184.81,1761.1,19854.15,139800.06,23266.09,16822.68,2495.55,42584.32,182384.38
47852,Firefighter,119258.64,5058.06,20030.58,144347.28,23425.6,16977.02,2402.52,42805.14,187152.42
46991,Firefighter,80395.37,37168.04,11797.46,129360.87,16641.57,16822.69,2168.65,35632.91,164993.78
33752,Firefighter,118184.79,9393.68,19260.36,146838.83,23212.37,16822.68,2445.61,42480.66,189319.49
30044,Firefighter,119258.6,74944.1,28552.52,222755.22,25350.9,16977.03,3803.16,46131.09,268886.31
40621,Firefighter,76685.51,6745.77,6960.59,90391.87,15046.12,16822.68,1446.45,33315.25,123707.12
26859,Firefighter,118184.79,3291.33,29420.47,150896.59,25364.28,16822.68,2573.57,44760.53,195657.12
42483,Firefighter,84845.88,43813.93,7260.22,135920.03,16302.75,16822.68,2281.68,35407.11,171327.14
7694,Firefighter,7200,0,0,7200,1278,1286.14,555.64,3119.78,10319.78
53658,Firefighter,70308.97,6653.57,3783.63,80746.17,13320.77,14301.85,3058.75,30681.37,111427.54
48185,Firefighter,80517,23807.19,9189.68,113513.87,15797.9,16822.68,1836.19,34456.77,147970.64
51221,Firefighter,40104,2128.95,879.97,43112.92,7317.15,7613.94,2372.21,17303.3,60416.22
34589,Firefighter,3297,0,23.64,3320.64,589.44,385.85,250.5,1225.79,4546.43
